lake_id,latitude,longitude,baseline_susceptibility_score,baseline_susceptibility_level,missing_static_fields,interpretation,safety_notice
PKGL-00343,36.3300868,71.89610515,28.41,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00344,36.33078212,71.89544459,59.01,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00345,36.33319448,71.8935074,39.49,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00346,36.33258063,71.89107914,35.21,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00347,36.33398018,71.89053143,42.21,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00348,36.33426138,71.89008189,26.13,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00349,36.33407075,71.88953402,44.38,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00350,36.33455399,71.88786219,25.12,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00351,36.34180076,71.87552245,30.69,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00352,36.34250891,71.87427347,36.43,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00353,36.3408827,71.87479035,27.58,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00354,36.34192482,71.87224066,27.94,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00355,36.34188593,71.87025321,28.73,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00356,36.34400302,71.8714255,58.6,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00357,36.34554449,71.86827394,36.28,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00358,36.34416761,71.86560585,41.32,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00359,36.34542322,71.86625205,46.76,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00360,36.34510354,71.86596091,46.51,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00361,36.34549123,71.86441799,57.25,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00362,36.34650778,71.86509686,44.72,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00363,36.3460833,71.86268414,28.16,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00364,36.34191018,71.8642958,31.12,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00365,36.34222507,71.86242566,35.55,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00366,36.34046517,71.86917471,30.96,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00367,36.34079669,71.86907071,29.37,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00368,36.34708241,71.85507099,64.13,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00369,36.34417056,71.8538562,55.34,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00370,36.34389048,71.85452925,29.74,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00371,36.34415469,71.85433816,33.86,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00372,36.34360231,71.85332298,34.26,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00373,36.33999946,71.85309046,38.84,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00374,36.33904065,71.85223593,40.2,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00375,36.33895173,71.85295363,45.16,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00376,36.33829416,71.85219623,33.44,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00377,36.34798383,71.8521048,39.89,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00378,36.34766527,71.85213677,47.75,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00379,36.34561542,71.84990811,58.64,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00380,36.34744305,71.84926271,32.66,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00381,36.34672984,71.84572748,62.78,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00382,36.34531487,71.84080315,39.1,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00383,36.34689974,71.84181895,31.57,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00384,36.34068858,71.83646655,58.42,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00385,36.33887819,71.83997394,43.68,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00386,36.33789645,71.84075251,43.84,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00387,36.33597141,71.83483757,37.55,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00388,36.33808941,71.83412309,41.12,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00389,36.34210066,71.83281174,40.99,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00390,36.35699202,71.81643885,35.86,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00391,36.35833232,71.81594182,53.77,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00392,36.49057911,71.75111626,43.61,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00393,36.48761676,71.75006206,28.94,Low,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00394,36.48036193,71.74887998,40.35,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00395,36.47056166,71.7442007,56.17,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00396,36.46709109,71.74467867,54.27,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00397,36.46506492,71.74825083,50.74,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00398,36.45922456,71.75279606,35.95,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00399,36.45457997,71.75625852,48.92,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00400,36.45569926,71.75619148,38.09,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00401,36.45385019,71.75428231,46.23,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00402,36.18071721,71.79971964,89.03,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00403,36.16819302,71.78323257,84.74,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00404,36.14537324,71.77880482,81.54,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00405,36.1375953,71.77235005,50.97,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00406,36.13826662,71.77173655,57.67,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00407,36.13814136,71.77369181,87.7,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00408,36.13901389,71.7702199,50.67,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00409,36.13774442,71.76946434,88.07,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00410,36.13894417,71.76362663,89.26,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00411,36.12881559,71.77312068,78.89,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00412,36.12677725,71.77806454,89.77,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00413,36.12414154,71.77994608,87.97,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00414,36.12330676,71.78432209,50.93,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00415,36.12255322,71.78117399,48.41,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00416,36.11611801,71.78361903,72.21,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00417,36.18366872,71.85042912,72.65,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00418,36.18412972,71.84846713,49.38,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00419,36.18715629,71.8466118,52.12,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00420,36.18842218,71.84529228,46.98,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00421,36.18929555,71.84381266,64.96,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00422,36.17914058,71.83720043,48.56,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00423,36.17869593,71.83659702,43.21,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00424,36.17136786,71.83407497,78.4,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00425,36.17167626,71.83303012,42.7,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00426,36.16503846,71.83677449,43.89,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00427,36.16465792,71.83634466,47.88,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00428,36.15191318,71.82916649,69.0,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00429,36.15785376,71.81637221,53.54,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00430,36.15691131,71.81702876,48.51,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00431,36.15598849,71.81487106,48.59,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00432,36.14770012,71.81835348,62.83,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00433,36.14341543,71.79409721,44.83,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00434,36.17009939,71.86513248,75.31,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00435,36.18211047,71.88415319,43.27,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00436,36.17191793,71.89109623,63.84,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00437,35.98566793,71.38167267,44.18,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00438,35.98445737,71.38059291,66.64,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00439,35.98491463,71.38263777,44.21,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00440,35.98466496,71.38228827,50.52,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00441,35.97956748,71.37301315,93.04,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00442,35.97367016,71.38048981,75.8,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00443,35.97514121,71.35609947,68.86,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00444,35.96130487,71.36219284,73.55,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00445,35.95180727,71.37632135,90.17,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00446,35.96076937,71.3701962,58.6,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00447,35.96436765,71.38476474,49.41,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00448,35.96358568,71.38663889,70.6,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00449,35.96253832,71.3883923,45.87,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00450,35.9696031,71.39446301,66.28,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00451,35.96236049,71.40264964,85.96,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00452,35.95985484,71.40409906,63.72,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00453,35.89476705,71.42905606,82.34,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00454,35.89547186,71.4252534,68.11,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00455,35.89747309,71.42536882,42.69,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00456,35.89854747,71.43585475,63.35,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00457,35.88042361,71.42174526,75.96,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00458,36.14440914,71.47881288,72.94,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00459,36.13959805,71.4699051,49.85,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00460,36.12514546,71.47523802,76.09,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00461,36.12468205,71.47581533,43.94,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00462,36.11114507,71.46894741,44.24,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00463,36.11135032,71.46957476,42.75,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00464,36.11160851,71.46899785,43.07,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00465,36.11429532,71.47848502,51.82,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00466,36.11222944,71.47151103,56.04,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00467,36.12853444,71.49681234,64.3,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00468,36.18394411,71.38399468,86.97,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00469,36.18484985,71.38608438,50.61,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00470,36.18322894,71.38858264,53.83,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00471,36.18165569,71.38777773,51.73,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00472,36.18255082,71.38979488,45.37,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00473,36.18262995,71.39178033,40.04,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00474,36.18302579,71.39246363,39.82,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00475,36.18502827,71.39662025,46.19,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00476,36.1885773,71.38608684,40.59,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00477,36.19082525,71.37557631,46.22,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00478,36.16650465,71.37470774,45.62,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00479,36.13926264,71.35763108,91.42,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00480,36.11584797,71.36309963,75.07,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00481,36.01077072,71.33014335,42.74,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00482,36.01264644,71.32021723,68.69,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00483,35.85788272,71.29988338,33.64,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00484,36.04896618,71.34619681,44.44,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00485,36.01892661,71.36670517,77.16,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00486,36.21506667,71.42846465,41.59,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00487,36.21427878,71.42831058,69.92,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00488,36.07102563,71.44965282,63.51,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00489,36.07343015,71.46591275,67.41,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00490,36.07380874,71.46753669,45.63,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00491,36.07223322,71.46746581,64.83,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00492,36.07231007,71.46663828,82.78,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00493,36.07127694,71.46651351,45.88,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00494,36.06635224,71.47228579,86.1,High,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00495,36.06047131,71.48458949,63.18,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
PKGL-00496,36.06023527,71.46988234,60.22,Medium,,Relative monitoring-priority index; not a probability or event forecast,This research prototype provides environmental risk indicators and is not an official emergency-warning system. High-risk results require expert verification.
